,_id,user_id,action,date,session_id
167,67228f136e123655b3597807,,Click on MES_Junio button,2024-10-30T19:54:59.424Z,oalo2j1t4cb
168,6723468394efb3c58911a243,,Click on MENU_Actas del Concejo de Quito,2024-10-31T08:57:36.598Z,vilmpewth9
169,6723468694efb3c58911a244,,Click on MES_Mayo button,2024-10-31T08:57:42.030Z,vilmpewth9
170,672346af94efb3c58911a245,,Click on MES_Agosto button,2024-10-31T08:58:22.116Z,vilmpewth9
171,672346b294efb3c58911a246,,Click on MES_Enero button,2024-10-31T08:58:25.626Z,vilmpewth9
172,672346b394efb3c58911a247,,Click on MES_Abril button,2024-10-31T08:58:26.642Z,vilmpewth9
173,672346dc94efb3c58911a248,,Click on MES_Enero button,2024-10-31T08:59:07.295Z,vilmpewth9
174,672347e994efb3c58911a249,,Click on MES_Febrero button,2024-10-31T09:03:36.600Z,vilmpewth9
175,672348052a205140476c1261,,Click on PDF_acta_048,2024-10-31T09:04:02.669Z,vilmpewth9
176,6723492a2a205140476c1262,,Click on PDF_acta_048,2024-10-31T09:08:57.458Z,vilmpewth9
177,672349715b9e4149888d1e12,,Click on MES_Enero button,2024-10-31T09:10:07.126Z,vilmpewth9
178,6723499f2a205140476c1263,,Click on MES_Febrero button,2024-10-31T09:10:54.902Z,vilmpewth9
179,672349a45b9e4149888d1e13,,Click on MES_Marzo button,2024-10-31T09:10:59.475Z,vilmpewth9
180,672349e25b9e4149888d1e14,,Click on MES_Abril button,2024-10-31T09:12:01.730Z,vilmpewth9
181,672349f65b9e4149888d1e15,,Click on MES_Mayo button,2024-10-31T09:12:21.259Z,vilmpewth9
182,67234a442a205140476c1264,,Click on MES_Junio button,2024-10-31T09:13:39.204Z,vilmpewth9
183,67234a742a205140476c1265,,Click on MES_Julio button,2024-10-31T09:14:27.854Z,vilmpewth9
184,67234ab85b9e4149888d1e16,,Click on MES_Agosto button,2024-10-31T09:15:35.140Z,vilmpewth9
185,67234d47874dc7dac74af973,,Click on MES_Agosto button,2024-10-31T09:26:30.971Z,vilmpewth9
186,67234e00874dc7dac74af974,,Click on MES_Septiembre button,2024-10-31T09:29:35.506Z,vilmpewth9
187,67234e8c874dc7dac74af975,,Click on MES_Septiembre button,2024-10-31T09:31:55.394Z,vilmpewth9
188,67234f84874dc7dac74af976,,Click on MES_Abril button,2024-10-31T09:36:03.479Z,vilmpewth9
189,67234faf874dc7dac74af977,,Click on MES_Marzo button,2024-10-31T09:36:46.894Z,vilmpewth9
190,67234fdd874dc7dac74af978,,Click on MES_Febrero button,2024-10-31T09:37:32.421Z,vilmpewth9
191,672351b2bae4efa11281a759,,Click on MES_Enero button,2024-10-31T09:45:19.461Z,vilmpewth9
192,672351b2bae4efa11281a75a,,Click on MES_Febrero button,2024-10-31T09:45:21.925Z,vilmpewth9
193,672351b4bae4efa11281a75b,,Click on MES_Marzo button,2024-10-31T09:45:24.007Z,vilmpewth9
194,672351babae4efa11281a75c,,Click on MES_Abril button,2024-10-31T09:45:29.679Z,vilmpewth9
195,672351bebae4efa11281a75d,,Click on MES_Mayo button,2024-10-31T09:45:33.132Z,vilmpewth9
196,672351dcbae4efa11281a75e,,Click on MES_Junio button,2024-10-31T09:46:03.861Z,vilmpewth9
197,672351eebae4efa11281a75f,,Click on MES_Junio button,2024-10-31T09:46:21.217Z,vilmpewth9
198,672351eef841a1414e4e004a,,Click on MES_Mayo button,2024-10-31T09:46:19.772Z,vilmpewth9
199,672351f4bae4efa11281a760,,Click on MES_Mayo button,2024-10-31T09:46:27.400Z,vilmpewth9
200,6723527cbae4efa11281a761,,Click on MES_Enero button,2024-10-31T09:48:43.630Z,vilmpewth9
201,6723527ef841a1414e4e004b,,Click on MES_Febrero button,2024-10-31T09:48:45.453Z,vilmpewth9
202,6723527fbae4efa11281a762,,Click on MES_Marzo button,2024-10-31T09:48:47.069Z,vilmpewth9
203,67235282bae4efa11281a763,,Click on MES_Abril button,2024-10-31T09:48:49.623Z,vilmpewth9
